Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      5.59     0.00        1     0.00     0.00  Abc_FrameStoreStop
  0.00      5.59     0.00        1     0.00     0.01  Abc_Init
  0.00      5.59     0.00        1     0.00     0.00  Abc_ManTimeDup
  0.00      5.59     0.00        1     0.00     0.00  Abc_NamDeref
  0.00      5.59     0.00        1     0.00     0.00  Abc_NodeCollectFanins
  0.00      5.59     0.00        1     0.00     0.00  Abc_NodeCollectFanouts
  0.00      5.59     0.00        1     0.00     0.00  Abc_NodeIsConst0
  0.00      5.59     0.00        1     0.00     0.02  Abc_NtkAigToBdd
  0.00      5.59     0.00        1     0.00     0.00  Abc_NtkBddToSop
  0.00      5.59     0.00        1     0.00     0.00  Abc_NtkCheckRead
  0.00      5.59     0.00        1     0.00     0.00  Abc_NtkCompareAndSaveBest
  0.00      5.59     0.00        1     0.00     0.00  Abc_NtkDeleteObj
  0.00      5.59     0.00        1     0.00     0.00  Abc_NtkFraigStoreClean
  0.00      5.59     0.00        1     0.00     0.00  Abc_NtkFxCheck
  0.00      5.59     0.00        1     0.00     0.00  Abc_NtkFxInsert
  0.00      5.59     0.00        1     0.00     0.00  Abc_NtkFxRetrieve
  0.00      5.59     0.00        1     0.00     1.71  Abc_NtkFxchPerform
  0.00      5.59     0.00        1     0.00     0.00  Abc_NtkGetChoiceNum
  0.00      5.59     0.00        1     0.00     0.00  Abc_NtkGetCiArrivalFloats
  0.00      5.59     0.00        1     0.00     0.00  Abc_NtkGetCoRequiredFloats
  0.00      5.59     0.00        1     0.00     0.00  Abc_NtkGetFaninMax
  0.00      5.59     0.00        1     0.00     0.02  Abc_NtkIf
  0.00      5.59     0.00        1     0.00     0.00  Abc_NtkLevel
  0.00      5.59     0.00        1     0.00     0.00  Abc_NtkLogicMakeSimpleCos
  0.00      5.59     0.00        1     0.00     0.00  Abc_NtkOrderFaninsByLitCount
  0.00      5.59     0.00        1     0.00     0.00  Abc_NtkOrderFaninsByLitCountAndCubeCount
  0.00      5.59     0.00        1     0.00     0.00  Abc_NtkRecIsRunning3
  0.00      5.59     0.00        1     0.00     0.00  Abc_NtkRenode
  0.00      5.59     0.00        1     0.00     0.00  Abc_NtkSortSops
  0.00      5.59     0.00        1     0.00     0.00  Abc_NtkStartFrom
  0.00      5.59     0.00        1     0.00     0.02  Abc_NtkToBdd
  0.00      5.59     0.00        1     0.00     0.00  Abc_NtkToIf
  0.00      5.59     0.00        1     0.00     0.00  Abc_NtkToSop
  0.00      5.59     0.00        1     0.00     0.00  Abc_ObjRecycle
  0.00      5.59     0.00        1     0.00     0.00  Abc_Print
  0.00      5.59     0.00        1     0.00     4.76  Abc_RealMain
  0.00      5.59     0.00        1     0.00     0.00  Abc_SclLoad
  0.00      5.59     0.00        1     0.00     1.19  Abc_Stop
  0.00      5.59     0.00        1     0.00     0.00  Abc_UtilsGetVersion
  0.00      5.59     0.00        1     0.00     1.19  Abc_UtilsSource
  0.00      5.59     0.00        1     0.00     0.00  Aig_RManQuit
  0.00      5.59     0.00        1     0.00     0.00  Amap_LibFree
  0.00      5.59     0.00        1     0.00     0.00  Bac_End
  0.00      5.59     0.00        1     0.00     0.00  Bac_Init
  0.00      5.59     0.00        1     0.00     0.00  Cba_End
  0.00      5.59     0.00        1     0.00     0.00  Cba_Init
  0.00      5.59     0.00        1     0.00     0.00  CmdCommandSource
  0.00      5.59     0.00        1     0.00     0.00  CmdFileOpen
  0.00      5.59     0.00        1     0.00     0.00  Cmd_End
  0.00      5.59     0.00        1     0.00     0.00  Cmd_HistoryRead
  0.00      5.59     0.00        1     0.00     0.00  Cmd_HistoryWrite
  0.00      5.59     0.00        1     0.00     0.00  Cmd_Init
  0.00      5.59     0.00        1     0.00     0.00  Cnf_ManFree
