Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.22    0.00 5905497/8909638     Kit_SopFactorTrivial_rec [31]
[29]     0.2    0.33    0.00 8909638+9745644 Kit_SopFactorTrivialCube_rec [29]
                0.00    0.00 4872822/8007522     Kit_GraphAddNodeAnd [87]
                             9745644             Kit_SopFactorTrivialCube_rec [29]
-----------------------------------------------
                             3136574             Kit_SopDivisorZeroKernel_rec [30]
                0.01    0.32 3134700/3134700     Kit_SopDivisor [26]
[30]     0.2    0.01    0.32 3134700+3136574 Kit_SopDivisorZeroKernel_rec [30]
                0.27    0.00 6271274/6271274     Kit_SopWorstLiteral [32]
                0.03    0.00 3136574/3136574     Kit_SopDivideByLiteralQuo [51]
                0.02    0.00 3136574/3487763     Kit_SopMakeCubeFree [65]
                             3136574             Kit_SopDivisorZeroKernel_rec [30]
-----------------------------------------------
                             5178652             Kit_SopFactorTrivial_rec [31]
                0.03    0.25 3316171/3316171     Kit_SopFactor_rec <cycle 2> [25]
[31]     0.2    0.03    0.25 3316171+5178652 Kit_SopFactorTrivial_rec [31]
                0.22    0.00 5905497/8909638     Kit_SopFactorTrivialCube_rec [29]
                0.02    0.00 2589326/3493381     Kit_GraphAddNodeOr [49]
                             5178652             Kit_SopFactorTrivial_rec [31]
-----------------------------------------------
                0.27    0.00 6271274/6271274     Kit_SopDivisorZeroKernel_rec [30]
[32]     0.2    0.27    0.00 6271274         Kit_SopWorstLiteral [32]
-----------------------------------------------
                                                 <spontaneous>
[33]     0.2    0.25    0.00                 _init [33]
-----------------------------------------------
                0.17    0.05 2260446/2260446     If_ObjPerformMappingAnd [17]
[34]     0.2    0.17    0.05 2260446         If_CutComputeTruth [34]
                0.03    0.00 6742629/6742629     Abc_TtSwapVars [50]
                0.00    0.02 2260446/2281557     Vec_MemHashInsert [68]
-----------------------------------------------
                             3004141             Kit_SopFactor_rec <cycle 2> [25]
[35]     0.2    0.00    0.22 3004141         Kit_SopFactorLF_rec <cycle 2> [35]
                0.11    0.00 3004141/8909638     Kit_SopFactorTrivialCube_rec [29]
                0.01    0.07 3004141/3004141     Kit_SopBestLiteralCover [42]
                0.01    0.00 3004141/3004141     Kit_SopDivideByCube [74]
                0.01    0.00  881559/3493381     Kit_GraphAddNodeOr [49]
                0.00    0.00 3004141/8007522     Kit_GraphAddNodeAnd [87]
                             3885700             Kit_SopFactor_rec <cycle 2> [25]
-----------------------------------------------
                0.21    0.00       1/1           Fxch_FastExtract [7]
[36]     0.1    0.21    0.00       1         Fxch_CubesGruping [36]
                0.00    0.00       1/2           Vec_WecRemoveEmpty [319]
-----------------------------------------------
                0.15    0.00 71026978/71026978     Kit_TruthIsop5_rec [23]
[37]     0.1    0.15    0.00 71026978         Kit_TruthCofactor0 [37]
-----------------------------------------------
                0.15    0.00 3485889/3485889     Kit_SopFactor_rec <cycle 2> [25]
[38]     0.1    0.15    0.00 3485889         Kit_SopDivideInternal [38]
-----------------------------------------------
                0.13    0.00 71026978/71026978     Kit_TruthIsop5_rec [23]
[39]     0.1    0.13    0.00 71026978         Kit_TruthCofactor1 [39]
-----------------------------------------------
                0.03    0.00 13676807/54851867     Kit_TruthIsop_rec [21]
                0.09    0.00 41175060/54851867     Kit_TruthIsop5_rec [23]
[40]     0.1    0.12    0.00 54851867         Kit_TruthVarInSupport [40]
-----------------------------------------------
                0.09    0.00 5424181/5424181     Kit_SopDivisor [26]
[41]     0.1    0.09    0.00 5424181         Kit_SopAnyLiteral [41]
-----------------------------------------------
                0.01    0.07 3004141/3004141     Kit_SopFactorLF_rec <cycle 2> [35]
[42]     0.1    0.01    0.07 3004141         Kit_SopBestLiteralCover [42]
                0.07    0.00 3004141/3004141     Kit_SopBestLiteral [43]
-----------------------------------------------
                0.07    0.00 3004141/3004141     Kit_SopBestLiteralCover [42]
[43]     0.1    0.07    0.00 3004141         Kit_SopBestLiteral [43]
-----------------------------------------------
                0.07    0.00 2367154/2367154     If_ObjPerformMappingAnd [17]
[44]     0.0    0.07    0.00 2367154         If_CutDelay [44]
-----------------------------------------------
                0.01    0.00    6878/31030       Fxch_ManUpdate [14]
                0.05    0.01   24152/31030       Fxch_ManDivCreate [11]
[45]     0.0    0.06    0.01   31030         Fxch_ManDivSingleCube [45]
                0.00    0.01   34394/37974       Fxch_DivAdd [86]
                0.00    0.00   10696/13278       Fxch_DivRemove [93]
-----------------------------------------------
                0.00    0.07  486033/486033      If_ObjPerformMappingAnd [17]
[46]     0.0    0.00    0.07  486033         If_CutAreaDerefed [46]
                0.05    0.00  486033/516463      If_CutAreaDeref [47]
                0.02    0.00  486033/516463      If_CutAreaRef [70]
-----------------------------------------------
                             4094076             If_CutAreaDeref [47]
                0.00    0.00   30430/516463      If_ObjPerformMappingAnd [17]
                0.05    0.00  486033/516463      If_CutAreaDerefed [46]
[47]     0.0    0.05    0.00  516463+4094076 If_CutAreaDeref [47]
                             4094076             If_CutAreaDeref [47]
-----------------------------------------------
                0.04    0.00 1831917/1831917     If_ObjPerformMappingAnd [17]
[48]     0.0    0.04    0.00 1831917         If_CutAreaFlow [48]
-----------------------------------------------
                0.00    0.00   22496/3493381     Kit_SopFactor_rec <cycle 2> [25]
                0.01    0.00  881559/3493381     Kit_SopFactorLF_rec <cycle 2> [35]
                0.02    0.00 2589326/3493381     Kit_SopFactorTrivial_rec [31]
[49]     0.0    0.03    0.00 3493381         Kit_GraphAddNodeOr [49]
                0.00    0.00 3493381/11500903     Kit_GraphAppendNode [73]
-----------------------------------------------
                0.03    0.00 6742629/6742629     If_CutComputeTruth [34]
[50]     0.0    0.03    0.00 6742629         Abc_TtSwapVars [50]
-----------------------------------------------
                0.03    0.00 3136574/3136574     Kit_SopDivisorZeroKernel_rec [30]
[51]     0.0    0.03    0.00 3136574         Kit_SopDivideByLiteralQuo [51]
-----------------------------------------------
                0.03    0.00 2639821/2639821     If_ObjPerformMappingAnd [17]
[52]     0.0    0.03    0.00 2639821         If_CutMergeOrdered [52]
-----------------------------------------------
                0.01    0.02 2211242/2211242     If_ObjPerformMappingAnd [17]
[53]     0.0    0.01    0.02 2211242         If_CutSort [53]
                0.02    0.00 3337037/3337037     If_ManSortCompare [66]
-----------------------------------------------
                0.00    0.03  169728/169728      Dar_Truth4VarNPN [61]
[54]     0.0    0.00    0.03  169728         Dar_TruthPermute [54]
                0.03    0.00  169728/169728      Dar_TruthPermute_int [55]
-----------------------------------------------
                0.03    0.00  169728/169728      Dar_TruthPermute [54]
[55]     0.0    0.03    0.00  169728         Dar_TruthPermute_int [55]
-----------------------------------------------
                                   1             Abc_FrameGetGlobalFrame <cycle 1> [266]
[56]     0.0    0.00    0.03       1         Abc_FrameInit <cycle 1> [56]
                0.00    0.03       1/1           Abc_Init [57]
                0.00    0.00       1/1           Cmd_Init [382]
                0.00    0.00       1/1           Io_Init [430]
                0.00    0.00       1/1           Map_Init [439]
                0.00    0.00       1/1           If_Init [415]
                0.00    0.00       1/1           Super_Init [457]
                0.00    0.00       1/1           Mio_Init [444]
                0.00    0.00       1/1           Load_Init [437]
                0.00    0.00       1/1           Libs_Init [435]
                0.00    0.00       1/1           Wlc_Init [461]
                0.00    0.00       1/1           Scl_Init [454]
                0.00    0.00       1/1           Bac_Init [374]
                0.00    0.00       1/1           Wln_Init [463]
                0.00    0.00       1/1           Pla_Init [451]
                0.00    0.00       1/1           Cba_Init [376]
                0.00    0.00       1/1           Glucose_Init [408]
                0.00    0.00       1/1           Test_Init [459]
                0.00    0.00       1/1           Glucose2_Init [406]
                                   1             Cmd_CommandExecute <cycle 1> [249]
-----------------------------------------------
                0.00    0.03       1/1           Abc_FrameInit <cycle 1> [56]
[57]     0.0    0.00    0.03       1         Abc_Init [57]
                0.00    0.03       1/1           Dar_LibStart [60]
                0.00    0.00     534/707         Cmd_CommandAdd [226]
-----------------------------------------------
                0.00    0.03       1/1           Dar_LibRead [59]
[58]     0.0    0.00    0.03       1         Dar_LibAlloc [58]
                0.00    0.03       1/1           Dar_Truth4VarNPN [61]
                0.00    0.00       1/2           Dar_Permutations [303]
-----------------------------------------------
                0.00    0.03       1/1           Dar_LibStart [60]
[59]     0.0    0.00    0.03       1         Dar_LibRead [59]
                0.00    0.03       1/1           Dar_LibAlloc [58]
                0.00    0.00   43906/43906       Dar_LibAddNode [149]
                0.00    0.00       1/1           Dar_LibReadNodes [388]
                0.00    0.00       1/1           Dar_LibReadOuts [389]
                0.00    0.00       1/1           Dar_LibReadPrios [390]
                0.00    0.00       1/1           Dar_LibSetup [391]
-----------------------------------------------
                0.00    0.03       1/1           Abc_Init [57]
[60]     0.0    0.00    0.03       1         Dar_LibStart [60]
                0.00    0.03       1/1           Dar_LibRead [59]
-----------------------------------------------
                0.00    0.03       1/1           Dar_LibAlloc [58]
[61]     0.0    0.00    0.03       1         Dar_Truth4VarNPN [61]
                0.00    0.03  169728/169728      Dar_TruthPermute [54]
                0.00    0.00    7072/7072        Dar_TruthPolarize [200]
                0.00    0.00       1/2           Dar_Permutations [303]
-----------------------------------------------
                                   1             Abc_NtkRenode <cycle 1> [364]
[62]     0.0    0.00    0.03       1         Abc_NtkIf <cycle 1> [62]
                0.00    0.03     467/467         Abc_NodeFromIf_rec [63]
                0.00    0.00       1/1           Abc_NtkStartFrom [99]
                0.00    0.00       1/1           Abc_NtkLogicMakeSimpleCos [102]
                0.00    0.00     467/148815      Abc_ObjAddFanin [89]
                0.00    0.00       1/2           Abc_NtkCreateNodeConst1 [107]
                0.00    0.00     467/187206      Extra_ProgressBarUpdate_int [117]
                0.00    0.00       1/1           Abc_NtkGetCiArrivalFloats [357]
                0.00    0.00       1/1           Abc_NtkGetCoRequiredFloats [358]
                0.00    0.00       1/1           If_ManCleanCutData [419]
                0.00    0.00       1/1           If_ManCleanNodeCopy [420]
                0.00    0.00       1/8           Extra_ProgressBarStop [274]
                0.00    0.00       1/1           If_ManStop [427]
                0.00    0.00       1/2           Abc_NtkCheck [295]
                                   1             Abc_NtkToIf <cycle 1> [96]
                                   1             If_ManPerformMapping <cycle 1> [422]
                                   1             Extra_ProgressBarStart <cycle 1> [273]
-----------------------------------------------
                               45318             Abc_NodeFromIf_rec [63]
                0.00    0.03     467/467         Abc_NtkIf <cycle 1> [62]
[63]     0.0    0.00    0.03     467+45318   Abc_NodeFromIf_rec [63]
                0.00    0.02   21111/21111       Kit_TruthToHop [64]
                0.00    0.00   45318/148815      Abc_ObjAddFanin [89]
                0.00    0.00   21111/53181       Abc_NtkCreateObj [91]
                0.00    0.00   21111/21111       If_CutRotatePins [98]
                0.00    0.00   21111/21111       Abc_ObjLevelNew [189]
                0.00    0.00   21111/21111       If_CutTruthW [191]
                               45318             Abc_NodeFromIf_rec [63]
-----------------------------------------------
                0.00    0.02   21111/21111       Abc_NodeFromIf_rec [63]
[64]     0.0    0.00    0.02   21111         Kit_TruthToHop [64]
                0.00    0.02   21111/2281557     Kit_TruthToGraph [19]
                0.00    0.00   21111/21111       Kit_GraphToHop [192]
                0.00    0.00   21111/2281557     Kit_GraphFree [111]
-----------------------------------------------
                0.00    0.00  351189/3487763     Kit_SopFactor_rec <cycle 2> [25]
                0.02    0.00 3136574/3487763     Kit_SopDivisorZeroKernel_rec [30]
[65]     0.0    0.02    0.00 3487763         Kit_SopMakeCubeFree [65]
-----------------------------------------------
                0.02    0.00 3337037/3337037     If_CutSort [53]
[66]     0.0    0.02    0.00 3337037         If_ManSortCompare [66]
-----------------------------------------------
                0.02    0.00 3134700/3134700     Kit_SopDivisor [26]
[67]     0.0    0.02    0.00 3134700         Kit_SopDup [67]
-----------------------------------------------
                0.00    0.00   21111/2281557     If_CutRotatePins [98]
                0.00    0.02 2260446/2281557     If_CutComputeTruth [34]
[68]     0.0    0.00    0.02 2281557         Vec_MemHashInsert [68]
                0.02    0.00 2281557/2281557     Vec_MemHashLookup [69]
-----------------------------------------------
                0.02    0.00 2281557/2281557     Vec_MemHashInsert [68]
[69]     0.0    0.02    0.00 2281557         Vec_MemHashLookup [69]
-----------------------------------------------
                             4099798             If_CutAreaRef [70]
                0.00    0.00   30430/516463      If_ObjPerformMappingAnd [17]
                0.02    0.00  486033/516463      If_CutAreaDerefed [46]
[70]     0.0    0.02    0.00  516463+4099798 If_CutAreaRef [70]
                             4099798             If_CutAreaRef [70]
-----------------------------------------------
                                   1             Io_ReadNetlist <cycle 1> [433]
[71]     0.0    0.00    0.01       1         Io_ReadAiger <cycle 1> [71]
                0.01    0.00   26677/26677       Abc_AigAnd [72]
                0.00    0.00    1878/53181       Abc_NtkCreateObj [91]
                0.00    0.00    1399/148815      Abc_ObjAddFanin [89]
                0.00    0.00       1/2           Abc_NtkAlloc [108]
                0.00    0.00   26677/187206      Extra_ProgressBarUpdate_int [117]
                0.00    0.00    1878/4220        Abc_ObjAssignName [204]
                0.00    0.00    1878/10788       Abc_ObjName [197]
                0.00    0.00       2/1729        Extra_UtilStrsav [213]
                0.00    0.00       1/1           Extra_FileSize [394]
                0.00    0.00       1/1           Extra_FileNameGeneric [393]
                0.00    0.00       1/8           Extra_ProgressBarStop [274]
                0.00    0.00       1/1           Abc_AigCleanup [324]
                0.00    0.00       1/1           Abc_NtkCheckRead [350]
                0.00    0.00       1/53356       Abc_AigConst1 [140]
                                   1             Extra_ProgressBarStart <cycle 1> [273]
-----------------------------------------------
                0.01    0.00   26677/26677       Io_ReadAiger <cycle 1> [71]
[72]     0.0    0.01    0.00   26677         Abc_AigAnd [72]
                0.00    0.00   53354/148815      Abc_ObjAddFanin [89]
                0.00    0.00   26677/53181       Abc_NtkCreateObj [91]
                0.00    0.00   46692/80756       Abc_HashKey2 [130]
                0.00    0.00   26677/53354       Abc_AigAndLookup [141]
                0.00    0.00   26677/26677       Abc_NodeIsExorType [161]
-----------------------------------------------
                0.00    0.00 3493381/11500903     Kit_GraphAddNodeOr [49]
                0.01    0.00 8007522/11500903     Kit_GraphAddNodeAnd [87]
[73]     0.0    0.01    0.00 11500903         Kit_GraphAppendNode [73]
-----------------------------------------------
                0.01    0.00 3004141/3004141     Kit_SopFactorLF_rec <cycle 2> [35]
[74]     0.0    0.01    0.00 3004141         Kit_SopDivideByCube [74]
-----------------------------------------------
                0.01    0.00 2509212/2509212     If_ObjPerformMappingAnd [17]
[75]     0.0    0.01    0.00 2509212         If_CutFilter [75]
-----------------------------------------------
                0.01    0.00 2281557/2281557     Kit_SopFactor [22]
[76]     0.0    0.01    0.00 2281557         Kit_GraphCreate [76]
-----------------------------------------------
                0.00    0.00   28090/200065      If_ManSetupObj [95]
                0.00    0.00   53181/200065      Abc_ObjAlloc [92]
                0.01    0.00  118794/200065      Mem_StepEntryFetch [88]
[77]     0.0    0.01    0.00  200065         Mem_FixedEntryFetch [77]
-----------------------------------------------
                0.00    0.00   13278/51252       Fxch_DivRemove [93]
                0.01    0.00   37974/51252       Fxch_DivAdd [86]
[78]     0.0    0.01    0.00   51252         Hsh_VecManAdd [78]
-----------------------------------------------
                0.01    0.00    1170/1170        Fxch_ManUpdate [14]
[79]     0.0    0.01    0.00    1170         Fxch_ManExtractDivFromCubePairs [79]
                0.00    0.00     915/915         Fxch_DivRemoveLits [219]
-----------------------------------------------
                0.00    0.01       2/2           Abc_NtkAigToBdd [83]
[80]     0.0    0.00    0.01       2         Cudd_Init [80]
                0.01    0.00       2/2           cuddInitCache [81]
                0.00    0.00      16/80298       cuddUniqueInter [131]
                0.00    0.00       8/8           cuddUniqueConst [277]
                0.00    0.00       2/2           cuddInitTable [321]
                0.00    0.00       2/2           Extra_GetSoftDataLimit [305]
-----------------------------------------------
                0.01    0.00       2/2           Cudd_Init [80]
[81]     0.0    0.01    0.00       2         cuddInitCache [81]
                0.00    0.00       2/22          cuddComputeFloorLog2 [260]
                0.00    0.00       2/2           Cudd_SetMinHit [300]
-----------------------------------------------
                0.00    0.01       1/1           CmdCommandDispatch <cycle 1> [4]
[82]     0.0    0.00    0.01       1         Abc_CommandBdd [82]
                0.00    0.01       1/1           Abc_NtkToBdd [84]
                0.00    0.00       1/19          Abc_FrameReadNtk [261]
                0.00    0.00       1/133         Extra_UtilGetoptReset [253]
                0.00    0.00       1/136         Extra_UtilGetopt [252]
-----------------------------------------------
                0.00    0.01       1/1           Abc_NtkToBdd [84]
[83]     0.0    0.00    0.01       1         Abc_NtkAigToBdd [83]
                0.00    0.01       2/2           Cudd_Init [80]
                0.00    0.00   64727/163756      Cudd_Ref [119]
                0.00    0.00   21576/21576       Extra_TransferPermute [178]
                0.00    0.00   21576/256299      Cudd_RecursiveDeref [115]
                0.00    0.00   21575/21575       Abc_ConvertAigToBdd_rec1 [180]
                0.00    0.00   21575/24360       Cudd_Deref [163]
                0.00    0.00   21575/21575       Abc_ConvertAigToBdd_rec2 [181]
                0.00    0.00       8/8           Cudd_bddIthVar [272]
                0.00    0.00       1/1           Abc_NtkGetFaninMax [359]
                0.00    0.00       1/1           Cudd_AutodynEnable [384]
                0.00    0.00       1/2           Cudd_ReadOne [299]
                0.00    0.00       1/2           Extra_StopManager [308]
                0.00    0.00       1/1           Hop_ManStop [412]
-----------------------------------------------
                0.00    0.01       1/1           Abc_CommandBdd [82]
[84]     0.0    0.00    0.01       1         Abc_NtkToBdd [84]
                0.00    0.01       1/1           Abc_NtkAigToBdd [83]
-----------------------------------------------
                                                 <spontaneous>
[85]     0.0    0.01    0.00                 Kit_TruthSupportSize [85]
-----------------------------------------------
                0.00    0.00    3580/37974       Fxch_SCHashTableInsert [10]
                0.00    0.01   34394/37974       Fxch_ManDivSingleCube [45]
[86]     0.0    0.00    0.01   37974         Fxch_DivAdd [86]
                0.01    0.00   37974/51252       Hsh_VecManAdd [78]
                0.00    0.00   33637/33637       Fxch_ManComputeLevelDiv [152]
                0.00    0.00     783/5832        Vec_QueMoveDown [202]
-----------------------------------------------
                0.00    0.00  130559/8007522     Kit_SopFactor_rec <cycle 2> [25]
                0.00    0.00 3004141/8007522     Kit_SopFactorLF_rec <cycle 2> [35]
                0.00    0.00 4872822/8007522     Kit_SopFactorTrivialCube_rec [29]
[87]     0.0    0.00    0.01 8007522         Kit_GraphAddNodeAnd [87]
                0.01    0.00 8007522/11500903     Kit_GraphAppendNode [73]
-----------------------------------------------
                0.00    0.00     465/118794      Abc_ObjPatchFanin [106]
                0.00    0.01  118329/118794      Abc_ObjAddFanin [89]
[88]     0.0    0.00    0.01  118794         Mem_StepEntryFetch [88]
                0.01    0.00  118794/200065      Mem_FixedEntryFetch [77]
-----------------------------------------------
                0.00    0.00     464/148815      Abc_NtkCreateNodeBuf [104]
                0.00    0.00     467/148815      Abc_NtkIf <cycle 1> [62]
                0.00    0.00     932/148815      Abc_NtkDupBox [100]
                0.00    0.00    1399/148815      Io_ReadAiger <cycle 1> [71]
                0.00    0.00   45318/148815      Abc_NodeFromIf_rec [63]
                0.00    0.00   46881/148815      Abc_NtkFxInsert [94]
                0.00    0.00   53354/148815      Abc_AigAnd [72]
[89]     0.0    0.00    0.01  148815         Abc_ObjAddFanin [89]
                0.00    0.01  118329/118794      Mem_StepEntryFetch [88]
                0.00    0.00   13395/13395       Mem_StepEntryRecycle [196]
-----------------------------------------------
                                                 <spontaneous>
[90]     0.0    0.01    0.00                 Kit_TruthPermute [90]
-----------------------------------------------
                0.00    0.00       1/53181       Abc_AigAlloc [109]
                0.00    0.00       2/53181       Abc_NtkCreateNodeConst1 [107]
                0.00    0.00     464/53181       Abc_NtkCreateNodeBuf [104]
                0.00    0.00    1170/53181       Abc_NtkFxInsert [94]
                0.00    0.00    1878/53181       Abc_NtkDupObj [101]
                0.00    0.00    1878/53181       Io_ReadAiger <cycle 1> [71]
                0.00    0.00   21111/53181       Abc_NodeFromIf_rec [63]
                0.00    0.00   26677/53181       Abc_AigAnd [72]
[91]     0.0    0.00    0.00   53181         Abc_NtkCreateObj [91]
                0.00    0.00   53181/53181       Abc_ObjAlloc [92]
-----------------------------------------------
                0.00    0.00   53181/53181       Abc_NtkCreateObj [91]
[92]     0.0    0.00    0.00   53181         Abc_ObjAlloc [92]
                0.00    0.00   53181/200065      Mem_FixedEntryFetch [77]
-----------------------------------------------
                0.00    0.00    2582/13278       Fxch_SCHashTableRemove [15]
                0.00    0.00   10696/13278       Fxch_ManDivSingleCube [45]
[93]     0.0    0.00    0.00   13278         Fxch_DivRemove [93]
                0.00    0.00   13278/51252       Hsh_VecManAdd [78]
                0.00    0.00    5049/5832        Vec_QueMoveDown [202]
-----------------------------------------------
                0.00    0.00       1/1           Abc_NtkFxchPerform [6]
[94]     0.0    0.00    0.00       1         Abc_NtkFxInsert [94]
                0.00    0.00   46881/148815      Abc_ObjAddFanin [89]
                0.00    0.00    1170/53181       Abc_NtkCreateObj [91]
                0.00    0.00   22746/22746       Abc_SopStart [169]
                0.00    0.00   22746/22746       Abc_ObjRemoveFanins [167]
                0.00    0.00   21576/21576       Abc_SopIsComplement [177]
                0.00    0.00     219/219         Abc_SopComplement [246]
-----------------------------------------------
                0.00    0.00       1/28090       If_ManStart [110]
                0.00    0.00     467/28090       If_ManCreateCo [105]
                0.00    0.00     945/28090       If_ManCreateCi [103]
                0.00    0.00   26677/28090       If_ManCreateAnd [97]
[95]     0.0    0.00    0.00   28090         If_ManSetupObj [95]
                0.00    0.00   28090/200065      Mem_FixedEntryFetch [77]
-----------------------------------------------
                                   1             Abc_NtkIf <cycle 1> [62]
[96]     0.0    0.00    0.00       1         Abc_NtkToIf <cycle 1> [96]
                0.00    0.00   26677/26677       If_ManCreateAnd [97]
                0.00    0.00     945/945         If_ManCreateCi [103]
                0.00    0.00     467/467         If_ManCreateCo [105]
                0.00    0.00       1/1           If_ManStart [110]
                0.00    0.00   26677/187206      Extra_ProgressBarUpdate_int [117]
                0.00    0.00       1/53356       Abc_AigConst1 [140]
                0.00    0.00       1/5           Abc_NtkCleanCopy [281]
                0.00    0.00       1/1           Abc_AigDfs [325]
                0.00    0.00       1/8           Extra_ProgressBarStop [274]
                                   1             Extra_ProgressBarStart <cycle 1> [273]
-----------------------------------------------
                0.00    0.00   26677/26677       Abc_NtkToIf <cycle 1> [96]
[97]     0.0    0.00    0.00   26677         If_ManCreateAnd [97]
                0.00    0.00   26677/28090       If_ManSetupObj [95]
-----------------------------------------------
                0.00    0.00   21111/21111       Abc_NodeFromIf_rec [63]
[98]     0.0    0.00    0.00   21111         If_CutRotatePins [98]
                0.00    0.00   21111/2281557     Vec_MemHashInsert [68]
                0.00    0.00   21111/21111       If_CutTruthPermute [190]
-----------------------------------------------
                0.00    0.00       1/1           Abc_NtkIf <cycle 1> [62]
[99]     0.0    0.00    0.00       1         Abc_NtkStartFrom [99]
                0.00    0.00     466/466         Abc_NtkDupBox [100]
                0.00    0.00     480/1878        Abc_NtkDupObj [101]
                0.00    0.00       1/2           Abc_NtkAlloc [108]
                0.00    0.00       2/1729        Extra_UtilStrsav [213]
                0.00    0.00       1/5           Abc_NtkCleanCopy [281]
                0.00    0.00       1/1           Abc_ManTimeDup [344]
-----------------------------------------------
                0.00    0.00     466/466         Abc_NtkStartFrom [99]
[100]    0.0    0.00    0.00     466         Abc_NtkDupBox [100]
                0.00    0.00    1398/1878        Abc_NtkDupObj [101]
                0.00    0.00     932/148815      Abc_ObjAddFanin [89]
-----------------------------------------------
                0.00    0.00     480/1878        Abc_NtkStartFrom [99]
                0.00    0.00    1398/1878        Abc_NtkDupBox [100]
[101]    0.0    0.00    0.00    1878         Abc_NtkDupObj [101]
                0.00    0.00    1878/53181       Abc_NtkCreateObj [91]
                0.00    0.00    1878/10788       Abc_ObjName [197]
                0.00    0.00    1878/4220        Abc_ObjAssignName [204]
-----------------------------------------------
                0.00    0.00       1/1           Abc_NtkIf <cycle 1> [62]
[102]    0.0    0.00    0.00       1         Abc_NtkLogicMakeSimpleCos [102]
                0.00    0.00     464/464         Abc_NtkCreateNodeBuf [104]
                0.00    0.00     465/465         Abc_ObjPatchFanin [106]
                0.00    0.00       1/2           Abc_NtkCreateNodeConst1 [107]
                0.00    0.00    1395/10788       Abc_ObjName [197]
                0.00    0.00     467/468         Abc_NodeIsConst [232]
                0.00    0.00     464/464         Vec_PtrPush [234]
                0.00    0.00     464/4220        Abc_ObjAssignName [204]
                0.00    0.00       1/1           Abc_NtkLevel [360]
                0.00    0.00       1/1           Abc_NodeIsConst0 [348]
                0.00    0.00       1/1           Abc_NtkDeleteObj [352]
-----------------------------------------------
                0.00    0.00     945/945         Abc_NtkToIf <cycle 1> [96]
[103]    0.0    0.00    0.00     945         If_ManCreateCi [103]
                0.00    0.00     945/28090       If_ManSetupObj [95]
-----------------------------------------------
                0.00    0.00     464/464         Abc_NtkLogicMakeSimpleCos [102]
[104]    0.0    0.00    0.00     464         Abc_NtkCreateNodeBuf [104]
                0.00    0.00     464/53181       Abc_NtkCreateObj [91]
                0.00    0.00     464/148815      Abc_ObjAddFanin [89]
                0.00    0.00     464/45782       Hop_IthVar [147]
-----------------------------------------------
                0.00    0.00     467/467         Abc_NtkToIf <cycle 1> [96]
[105]    0.0    0.00    0.00     467         If_ManCreateCo [105]
                0.00    0.00     467/28090       If_ManSetupObj [95]
-----------------------------------------------
                0.00    0.00     465/465         Abc_NtkLogicMakeSimpleCos [102]
[106]    0.0    0.00    0.00     465         Abc_ObjPatchFanin [106]
                0.00    0.00     465/118794      Mem_StepEntryFetch [88]
-----------------------------------------------
                0.00    0.00       1/2           Abc_NtkLogicMakeSimpleCos [102]
                0.00    0.00       1/2           Abc_NtkIf <cycle 1> [62]
[107]    0.0    0.00    0.00       2         Abc_NtkCreateNodeConst1 [107]
                0.00    0.00       2/53181       Abc_NtkCreateObj [91]
-----------------------------------------------
                0.00    0.00       1/2           Abc_NtkStartFrom [99]
                0.00    0.00       1/2           Io_ReadAiger <cycle 1> [71]
[108]    0.0    0.00    0.00       2         Abc_NtkAlloc [108]
                0.00    0.00       1/1           Abc_AigAlloc [109]
                0.00    0.00       2/2           Nm_ManCreate [317]
                0.00    0.00       2/23          Mem_FixedStart [258]
                0.00    0.00       2/2           Mem_StepStart [315]
                0.00    0.00       1/1           Hop_ManStart [410]
-----------------------------------------------
                0.00    0.00       1/1           Abc_NtkAlloc [108]
[109]    0.0    0.00    0.00       1         Abc_AigAlloc [109]
                0.00    0.00       1/53181       Abc_NtkCreateObj [91]
-----------------------------------------------
                0.00    0.00       1/1           Abc_NtkToIf <cycle 1> [96]
[110]    0.0    0.00    0.00       1         If_ManStart [110]
                0.00    0.00       1/28090       If_ManSetupObj [95]
                0.00    0.00       6/6           Vec_MemHashInsert [279]
                0.00    0.00       1/23          Mem_FixedStart [258]
-----------------------------------------------
                0.00    0.00   21111/2281557     Kit_TruthToHop [64]
                0.00    0.00 2260446/2281557     Abc_NtkRenodeEvalAig [18]
[111]    0.0    0.00    0.00 2281557         Kit_GraphFree [111]
-----------------------------------------------
                0.00    0.00 2281557/2281557     Kit_SopFactor [22]
[112]    0.0    0.00    0.00 2281557         Kit_SopCreateInverse [112]
-----------------------------------------------
                0.00    0.00 2260446/2260446     Abc_NtkRenodeEvalAig [18]
[113]    0.0    0.00    0.00 2260446         If_CutTruthW [113]
-----------------------------------------------
                0.00    0.00  351189/351189      Kit_SopFactor_rec <cycle 2> [25]
[114]    0.0    0.00    0.00  351189         Kit_SopIsCubeFree [114]
-----------------------------------------------
                0.00    0.00    6480/256299      cuddZddIsop [187]
                0.00    0.00   12982/256299      extraBddCountCubes [151]
                0.00    0.00   21575/256299      Abc_ConvertBddToSop [175]
                0.00    0.00   21576/256299      Abc_NtkBddToSop [349]
                0.00    0.00   21576/256299      Abc_NtkAigToBdd [83]
                0.00    0.00   27021/256299      Abc_ConvertAigToBdd_rec2 [181]
                0.00    0.00   48363/256299      Extra_TransferPermute [178]
